bea_sector,bea_sector_name,bea_detail,bea_description,main_plastic_sector,main_sector_percent,secondary_plastic_sector,secondary_sector_percent
311FT,Food and beverage and tobacco products,311990,All other food manufacturing,Packaging,100,,0
311FT,Food and beverage and tobacco products,312110,Soft drink and ice manufacturing,Packaging,100,,0
311FT,Food and beverage and tobacco products,312120,Breweries,Packaging,100,,0
311FT,Food and beverage and tobacco products,312130,Wineries,Packaging,100,,0
311FT,Food and beverage and tobacco products,312140,Distilleries,Packaging,100,,0
311FT,Food and beverage and tobacco products,312200,Tobacco manufacturing,Packaging,100,,0
322,Paper products,322110,Pulp mills,Packaging,100,,0
322,Paper products,322120,Paper mills,Packaging,100,,0
322,Paper products,322130,Paperboard mills,Packaging,100,,0
322,Paper products,322210,Paperboard container manufacturing,Packaging,100,,0
322,Paper products,322220,Paper bag and coated and treated paper manufacturing,Packaging,100,,0
322,Paper products,322230,Stationery product manufacturing,Packaging,100,,0
322,Paper products,322291,Sanitary paper product manufacturing,Packaging,100,,0
322,Paper products,322299,All other converted paper product manufacturing,Packaging,100,,0
323,Printing and related support activities,323110,Printing,Packaging,100,,0
323,Printing and related support activities,323120,Support activities for printing,Packaging,100,,0
326,Plastics and rubber products,326110,Plastics packaging materials and unlaminated film and sheet manufacturing,Packaging,100,,0
326,Plastics and rubber products,326140,Polystyrene foam product manufacturing,Packaging,100,,0
326,Plastics and rubber products,326160,Plastics bottle manufacturing,Packaging,100,,0
42,Wholesale trade,424400,Grocery and related product wholesalers,Packaging,100,,0
445,Food and beverage stores,445000,Food and beverage stores,Packaging,100,,0
4A0,Other retail,448000,Clothing and clothing accessories stores,Packaging,100,,0
722,Food services and drinking places,722110,Full-service restaurants,Packaging,100,,0
722,Food services and drinking places,722211,Limited-service restaurants,Packaging,100,,0
722,Food services and drinking places,722A00,All other food and drinking places,Packaging,100,,0
81,"Other services, except government",812300,Dry-cleaning and laundry services,Packaging,100,,0
313TT,Textile mills and textile product mills,313100,"Fiber, yarn, and thread mills",Textiles,100,,0
313TT,Textile mills and textile product mills,313200,Fabric mills,Textiles,100,,0
313TT,Textile mills and textile product mills,313300,Textile and fabric finishing and fabric coating mills,Textiles,100,,0
313TT,Textile mills and textile product mills,314110,Carpet and rug mills,Textiles,100,,0
313TT,Textile mills and textile product mills,314120,Curtain and linen mills,Textiles,100,,0
313TT,Textile mills and textile product mills,314900,Other textile product mills,Textiles,100,,0
315AL,Apparel and leather and allied products,315000,Apparel manufacturing,Textiles,100,,0
315AL,Apparel and leather and allied products,316000,Leather and allied product manufacturing,Textiles,100,,0
325,Chemical products,325130,Synthetic dye and pigment manufacturing,Textiles,100,,0
325,Chemical products,3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,Textiles,100,,0
326,Plastics and rubber products,326210,Tire manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336111,Automobile manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336112,Light truck and utility vehicle manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336120,Heavy duty truck manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336211,Motor vehicle body manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336212,Truck trailer manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336213,Motor home manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336214,Travel trailer and camper manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336310,Motor vehicle gasoline engine and engine parts manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336320,Motor vehicle electrical and electronic equipment manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336350,Motor vehicle transmission and power train parts manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336360,Motor vehicle seating and interior trim manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336370,Motor vehicle metal stamping,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",336390,Other motor vehicle parts manufacturing,Transportation,100,,0
3361MV,"Motor vehicles, bodies and trailers, and parts",3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",Transportation,100,,0
3364OT,Other transportation equipment,336411,Aircraft manufacturing,Transportation,100,,0
3364OT,Other transportation equipment,336412,Aircraft engine and engine parts manufacturing,Transportation,100,,0
3364OT,Other transportation equipment,336413,Other aircraft parts and auxiliary equipment manufacturing,Transportation,100,,0
3364OT,Other transportation equipment,336414,Guided missile and space vehicle manufacturing,Transportation,100,,0
3364OT,Other transportation equipment,33641A,Propulsion units and parts for space vehicles and guided missiles,Transportation,100,,0
3364OT,Other transportation equipment,336500,Railroad rolling stock manufacturing,Transportation,100,,0
3364OT,Other transportation equipment,336611,Ship building and repairing,Transportation,100,,0
3364OT,Other transportation equipment,336612,Boat building,Transportation,100,,0
3364OT,Other transportation equipment,336991,"Motorcycle, bicycle, and parts manufacturing",Transportation,100,,0
3364OT,Other transportation equipment,336992,"Military armored vehicle, tank, and tank component manufacturing",Transportation,100,,0
3364OT,Other transportation equipment,336999,All other transportation equipment manufacturing,Transportation,100,,0
42,Wholesale trade,423100,Motor vehicle and motor vehicle parts and supplies,Transportation,100,,0
441,Motor vehicle and parts dealers,441000,Motor vehicle and parts dealers,Transportation,100,,0
481,Air transportation,481000,Air transportation,Transportation,100,,0
482,Rail transportation,482000,Rail transportation,Transportation,100,,0
483,Water transportation,483000,Water transportation,Transportation,100,,0
484,Truck transportation,484000,Truck transportation,Transportation,100,,0
485,Transit and ground passenger transportation,485000,Transit and ground passenger transportation,Transportation,100,,0
486,Pipeline transportation,486000,Pipeline transportation,Construction,100,,0
487OS,Other transportation and support activities,48A000,Scenic and sightseeing transportation and support activities,Transportation,100,,0
487OS,Other transportation and support activities,492000,Couriers and messengers,Packaging,100,,0
493,Warehousing and storage,493000,Warehousing and storage,Packaging,100,,0
81,"Other services, except government",811100,Automotive repair and maintenance (including car washes),Transportation,100,,0
Other,Other Activities,S00300,Noncomparable imports,Other,100,,0
Other,Other Activities,S00900,Rest of the world adjustment,Other,100,,0
Used,Other Activities,S00401,Scrap,Other,100,,0
Used,Other Activities,S00402,Used and secondhand goods,Other,100,,0
